0.019677,0.001291,0.181000
0.020108,0.001291,0.181000
0.020538,0.001291,0.181000
0.020968,0.001291,0.181000
0.021399,0.001291,0.181000
0.023981,0.001291,0.181000
0.024412,0.001291,0.181000
0.024842,0.001291,0.181000
0.025272,0.001291,0.181000
0.025703,0.001291,0.181000
0.026133,0.001291,0.181000
0.026564,0.001291,0.181000
0.026994,0.001291,0.181000
0.027424,0.001291,0.181000
0.017956,0.001722,0.181000
0.018386,0.001722,0.181000
0.018817,0.001722,0.181000
0.019247,0.001722,0.181000
0.019677,0.001722,0.181000
0.020108,0.001722,0.181000
0.020538,0.001722,0.181000
0.020968,0.001722,0.181000
0.021399,0.001722,0.181000
0.021829,0.001722,0.181000
0.022260,0.001722,0.181000
0.022690,0.001722,0.181000
0.023120,0.001722,0.181000
0.023551,0.001722,0.181000
0.023981,0.001722,0.181000
0.024412,0.001722,0.181000
0.024705,0.001712,0.180000
0.025133,0.001712,0.180000
0.025561,0.001712,0.180000
0.025989,0.001712,0.180000
0.026417,0.001712,0.180000
0.026845,0.001712,0.180000
0.027273,0.001712,0.180000
0.027855,0.001722,0.181000
0.028285,0.001722,0.181000
0.016665,0.002152,0.181000
0.017095,0.002152,0.181000
0.017525,0.002152,0.181000
0.017956,0.002152,0.181000
0.018386,0.002152,0.181000
0.018713,0.002140,0.180000
0.019141,0.002140,0.180000
0.019569,0.002140,0.180000
0.019997,0.002140,0.180000
0.020425,0.002140,0.180000
0.020853,0.002140,0.180000
0.021281,0.002140,0.180000
0.021829,0.002152,0.181000
0.022260,0.002152,0.181000
0.022690,0.002152,0.181000
0.023120,0.002152,0.181000
0.023421,0.002140,0.180000
0.023849,0.002140,0.180000
0.024277,0.002140,0.180000
0.024705,0.002140,0.180000
0.025133,0.002140,0.180000
0.025419,0.002128,0.179000
0.025844,0.002128,0.179000
0.026270,0.002128,0.179000
0.026696,0.002128,0.179000
0.027121,0.002128,0.179000
0.027701,0.002140,0.180000
0.028129,0.002140,0.180000
0.028715,0.002152,0.181000
0.015373,0.002582,0.181000
0.015804,0.002582,0.181000
0.016234,0.002582,0.181000
0.016665,0.002582,0.181000
0.017095,0.002582,0.181000
0.017525,0.002582,0.181000
0.017956,0.002582,0.181000
0.018285,0.002568,0.180000
0.018713,0.002568,0.180000
0.019141,0.002568,0.180000
0.019569,0.002568,0.180000
0.019997,0.002568,0.180000
0.020425,0.002568,0.180000
0.020853,0.002568,0.180000
0.021281,0.002568,0.180000
0.021709,0.002568,0.180000
0.022137,0.002568,0.180000
0.022565,0.002568,0.180000
0.022993,0.002568,0.180000
0.023421,0.002568,0.180000
0.023849,0.002568,0.180000
0.024277,0.002568,0.180000
0.024705,0.002568,0.180000
0.024993,0.002554,0.179000
0.025419,0.002554,0.179000
0.025844,0.002554,0.179000
0.026270,0.002554,0.179000
0.026696,0.002554,0.179000
0.027121,0.002554,0.179000
0.027547,0.002554,0.179000
0.028129,0.002568,0.180000
0.028715,0.002582,0.181000
0.013652,0.003013,0.181000
0.014082,0.003013,0.181000
0.014513,0.003013,0.181000
0.014943,0.003013,0.181000
0.015373,0.003013,0.181000
0.015804,0.003013,0.181000
0.016234,0.003013,0.181000
0.016665,0.003013,0.181000
0.017001,0.002996,0.180000
0.017429,0.002996,0.180000
0.017857,0.002996,0.180000
0.018285,0.002996,0.180000
0.018713,0.002996,0.180000
0.019141,0.002996,0.180000
0.019569,0.002996,0.180000
0.019997,0.002996,0.180000
0.020425,0.002996,0.180000
0.020853,0.002996,0.180000
0.021281,0.002996,0.180000
0.021709,0.002996,0.180000
0.022137,0.002996,0.180000
0.022565,0.002996,0.180000
0.022993,0.002996,0.180000
0.023421,0.002996,0.180000
0.023849,0.002996,0.180000
0.024277,0.002996,0.180000
0.024567,0.002979,0.179000
0.024993,0.002979,0.179000
0.025419,0.002979,0.179000
0.025844,0.002979,0.179000
0.026123,0.002963,0.178000
0.026547,0.002963,0.178000
0.026970,0.002963,0.178000
0.027547,0.002979,0.179000
0.027973,0.002979,0.179000
0.028557,0.002996,0.180000
0.029146,0.003013,0.181000
0.012361,0.003443,0.181000
0.012791,0.003443,0.181000
0.013222,0.003443,0.181000
0.013652,0.003443,0.181000
0.014082,0.003443,0.181000
0.014513,0.003443,0.181000
0.014943,0.003443,0.181000
0.015373,0.003443,0.181000
0.015717,0.003424,0.180000
0.016145,0.003424,0.180000
0.016573,0.003424,0.180000
0.017001,0.003424,0.180000
0.017429,0.003424,0.180000
0.017857,0.003424,0.180000
0.018285,0.003424,0.180000
0.018713,0.003424,0.180000
0.019141,0.003424,0.180000
0.019569,0.003424,0.180000
0.019997,0.003424,0.180000
0.020425,0.003424,0.180000
0.020853,0.003424,0.180000
0.021281,0.003424,0.180000
0.021709,0.003424,0.180000
0.022137,0.003424,0.180000
0.022565,0.003424,0.180000
0.022993,0.003424,0.180000
0.023421,0.003424,0.180000
0.023849,0.003424,0.180000
0.024277,0.003424,0.180000
0.024567,0.003405,0.179000
0.024993,0.003405,0.179000
0.025419,0.003405,0.179000
0.025844,0.003405,0.179000
0.026270,0.003405,0.179000
0.026547,0.003386,0.178000
0.026970,0.003386,0.178000
0.027547,0.003405,0.179000
0.027973,0.003405,0.179000
0.028557,0.003424,0.180000
0.029146,0.003443,0.181000
0.011500,0.003873,0.181000
0.011930,0.003873,0.181000
0.012361,0.003873,0.181000
0.012791,0.003873,0.181000
0.013222,0.003873,0.181000
0.013652,0.003873,0.181000
0.014004,0.003852,0.180000
0.014432,0.003852,0.180000
0.014861,0.003852,0.180000
0.015289,0.003852,0.180000
0.015717,0.003852,0.180000
0.016145,0.003852,0.180000
0.016573,0.003852,0.180000
0.017001,0.003852,0.180000
0.017429,0.003852,0.180000
0.017857,0.003852,0.180000
0.018285,0.003852,0.180000
0.018713,0.003852,0.180000
0.019141,0.003852,0.180000
0.019569,0.003852,0.180000
0.019997,0.003852,0.180000
0.020425,0.003852,0.180000
0.020853,0.003852,0.180000
0.021281,0.003852,0.180000
0.021709,0.003852,0.180000
0.022137,0.003852,0.180000
0.022565,0.003852,0.180000
0.022993,0.003852,0.180000
0.023421,0.003852,0.180000
0.023849,0.003852,0.180000
0.024142,0.003831,0.179000
0.024567,0.003831,0.179000
0.024993,0.003831,0.179000
0.025419,0.003831,0.179000
0.025844,0.003831,0.179000
0.026270,0.003831,0.179000
0.026696,0.003831,0.179000
0.027121,0.003831,0.179000
0.027547,0.003831,0.179000
0.027973,0.003831,0.179000
0.028557,0.003852,0.180000
0.029146,0.003873,0.181000
0.029576,0.003873,0.181000
0.011500,0.004304,0.181000
0.011930,0.004304,0.181000
0.012361,0.004304,0.181000
0.012791,0.004304,0.181000
0.013148,0.004280,0.180000
0.013576,0.004280,0.180000
0.014004,0.004280,0.180000
